,code,name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
12792,13222,St Patrick Health Care Centre,St Patrick Health Care Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,2,Nairobi,Embakasi Central,Embakasi Central,Kayole North,Operational,Yes,No,Yes,No,Yes,Yes,No
12794,13205,St John Hospital,St John Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,42,6,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
12796,13016,Kayole II Sub-District Hospital,Kayole II Sub-District Hospital,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,1,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,Yes,No,Yes,No,Yes,Yes,No
12798,13221,St. Odilia's Dispensary,St Odilia's Dispensary,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Langata,Langata,Karen,Operational,No,No,Yes,No,Yes,Yes,No
12822,13192,Special Provision Clinic,Special Provision Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Embakasi West,Embakasi West,Mowlem,Operational,Yes,No,Yes,No,Yes,Yes,No
12829,13247,Victory Hospital,Victory Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,8,2,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,No,No,No,No,Yes,Yes,No
12830,13060,Makogeni Clinic,Makogeni Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Makadara,Makadara,Makongeni,Operational,No,No,No,No,Yes,Yes,No
12852,13025,Kesha VCT,Kesha VCT,Level 2,VCT,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kawangware,Operational,No,No,No,No,Yes,Yes,No
12858,13209,St Joseph W Dispensary (Westlands),St Joseph W Dispensary (Westlands),Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Mountain View,Operational,No,No,No,No,Yes,Yes,No
12861,13211,St Jude's Medical Centre,St Jude's Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,Yes,No,Yes,No,Yes,Yes,No
12864,13048,Lea Toto Kibera,Lea Toto Community Based Program,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,No,No,Yes,Yes,No
12889,13208,St Joseph Mukasa Dispensary,St Joseph Mukasa Dispensary,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Kahawa West,Operational,No,No,No,No,Yes,Yes,No
12890,13196,St Annes Medical Health Centre,St Annes Medical Health Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
12893,13188,Sokoni Arcade VCT,Sokoni Arcade VCT,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kawangware,Operational,No,No,No,No,Yes,Yes,No
12896,13199,St Bridget's Mother & Child,St Bridget's Mother & Child,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Ziwani/Kariokor,Operational,No,No,No,No,Yes,Yes,No
12903,13185,Shepherds Medical Clinic Maringo,Shepherds Medical Clinic Maringo,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Makadara,Makadara,Maringo/Hamza,Operational,Yes,No,Yes,No,Yes,Yes,No
12905,13023,Kenyatta National Hospital,Kenyatta National Hospital,Level 6,Comprehensive Teaching & Tertiary Referral Hospital,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,1455,427,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Yes,No,Yes,No,Yes,Yes,No
12906,12963,Gsu Hq Dispensary (Ruaraka),GSU HQ Dispensary (Ruaraka),Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Ruaraka,Ruaraka,Utalii,Operational,No,No,No,No,Yes,Yes,No
12912,13156,Pumwani Maternity Hospital,Pumwani Maternity Hospital,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,350,150,Nairobi,Kamukunji,Kamukunji,Pumwani,Operational,Yes,No,Yes,No,Yes,Yes,No
12916,13138,Pangani Dispensary,Pangani Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Starehe,Starehe,Pangani,Operational,No,No,No,No,Yes,Yes,No
12917,13116,Nairobi West Men's Prison Dispensary,Nairobi West Men's Prison Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Langata,Langata,Nairobi West,Operational,No,No,No,No,Yes,Yes,No
12923,13080,Mbagathi District Hospital,Mbagathi District Hospital,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,200,10,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Yes,No,Yes,No,Yes,Yes,No
12930,13171,Ruai Health Centre,Ruai Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Kasarani,Kasarani,Ruai,Operational,No,No,No,No,Yes,Yes,No
12934,13126,Njiru  Health Centre,Njiru Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,No,No,No,No,Yes,Yes,No
12935,13110,Nairobi Hospital,Nairobi Hospital,Level 5,Secondary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,350,100,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,No,Yes,No,Yes,Yes,No
12936,13100,Mukuru Crescent Clinic,Crescent Medical Aid Kenya,Level 2,Dispensary,DISPENSARY,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi South,Operational,No,No,Yes,No,Yes,Yes,No
12937,13172,Ruaraka Clinic,Ruaraka Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,No,No,No,No,Yes,Yes,No
12938,13155,Pumwani Majengo Dispensary,Pumwani Majengo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Kamukunji,Kamukunji,Pumwani,Operational,No,No,No,No,Yes,Yes,No
12939,13135,Orthodox Dispensary,Orthodox Dispensary,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Dagoretti South,Dagoretti South,Riruta,Operational,No,No,No,No,Yes,Yes,No
12942,13145,Pona Mat Dispensary,Pona Mat Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Mwiki,Operational,No,No,No,No,Yes,Yes,No
12943,13167,Round About Medical Dispensary,Round About Medical Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
12948,13115,Nairobi West Hospital,Nairobi West Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,152,0,Nairobi,Langata,Langata,Nairobi West,Operational,Yes,No,Yes,No,Yes,Yes,No
12950,13083,Medicare Clinic,Medicare Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,Yes,Yes,No
12951,13082,Medical Reception Dispensary,Medical Reception Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,No,No,No,No,Yes,Yes,No
12952,13051,Loco Dispensary,Loco Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Mathare,Mathare,Hospital,Operational,No,No,No,No,Yes,Yes,No
12956,13049,Lianas Clinic Health Centre,Lianas Clinic Health Centre (Westlands),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,9,3,Nairobi,Westlands,Westlands,Kangemi,Operational,Yes,No,Yes,No,Yes,Yes,No
12958,13018,Multi Media University Dispensary,Multi Media University Dispensary,Level 2,Dispensary,DISPENSARY,Public Institution - Parastatal,Ministry of Health,Kenya MPDB,0,0,Nairobi,Langata,Langata,Karen,Operational,No,No,No,No,Yes,Yes,No
12959,13044,Langata Women Prison Dispensary,Langata Women Prison dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,Yes,No,Yes,Yes,No
12960,13033,Kikoshep Kenya (Mugumoini),Kikoshep Kenya (Mugumoini),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,Yes,Yes,No
12962,13043,7Kr Mrs Health Centre,7KR MRS Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Armed Forces,Ministry of Health,Ministry of Health,14,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,Yes,No,Yes,No,Yes,Yes,No
12966,13042,Langata Hospital,Langata Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,Yes,No,Yes,No,Yes,Yes,No
12967,13035,Kisembo Dispensary,Kisembo Dispensary,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,No,No,No,No,Yes,Yes,No
12968,13026,Kibera Human Development Clinic,Kibera Human Development Project Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Makina,Operational,No,No,No,No,Yes,Yes,No
12969,13063,Maria Maternity and Nursing Home,Maria Maternity and Nursing Home,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,4,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,No,No,No,No,Yes,Yes,No
12970,12935,Embakasi Health Centre,Embakasi Health Centre,Level 3,Comprehensive health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,No,No,No,Yes,Yes,No
12974,13036,Kivuli Dispensary,Kivuli Dispensary,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Dagoretti South,Dagoretti South,Riruta,Operational,No,No,No,No,Yes,Yes,No
12978,12882,Bethel Clinic,Bethel Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kamukunji,Kamukunji,Airbase,Operational,No,No,No,No,Yes,Yes,No
12983,13095,Moi Air Base Hospital,Moi Air Base Hospital,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Kamukunji,Kamukunji,Airbase,Operational,No,No,No,No,Yes,Yes,No
12985,12999,Kaloleni Health Servics,Kaloleni Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),5,0,Nairobi,Makadara,Makadara,Makongeni,Operational,Yes,No,Yes,No,Yes,Yes,No
12988,13002,Kapu Medical Clinic,Kapu Medical Clinic,Level 2,VCT,STAND ALONE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,No,No,No,Yes,Yes,No
12991,13004,The Karen Hospital,The Karen Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,102,0,Nairobi,Langata,Langata,Karen,Operational,Yes,No,Yes,No,Yes,Yes,No
12992,12998,Kaloleni Dispensary,Kaloleni Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Makadara,Makadara,Makongeni,Operational,No,No,No,No,Yes,Yes,No
12995,12990,Jinnah Ave Clinic,Jinnah Ave Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,South C,Operational,No,No,No,No,Yes,Yes,No
13000,12955,Giovanna Dispensary,Giovanna Dispensary,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,No,No,No,Yes,Yes,No
13003,12978,Pipeline Nursing Home,Pipeline Nursing Home,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,15,3,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
13007,12971,Provide International Mutindwa Umoja Clinic,Provide International  Mutindwa Umoja Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Clinical Officers Council,0,0,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,No,No,No,No,Yes,Yes,No
13008,12972,Jumuia Hospital Huruma,Jumuia Hospital (Huruma),Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,175,6,Nairobi,Mathare,Mathare,Kiamaiko,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
13010,12945,Future Age Medical Services,Future Age Medical Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Karen,Operational,No,No,Yes,No,Yes,Yes,No
13011,12943,Flack Clinic,Flack Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Makadara,Makadara,Makongeni,Operational,No,No,No,No,Yes,Yes,No
13013,13261,Zimmerman Medical Dispensary,Zimmerman Medical Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Zimmerman,Operational,No,No,No,No,Yes,Yes,No
13014,13181,Africare Ltd South C,Africare Ltd (South C),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,South C,Operational,No,No,No,No,Yes,Yes,No
13015,12991,Jkia Health Centre,JKIA Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,No,Yes,No,Yes,Yes,No
13016,12980,IDF Mathare Dispensary,IDF Mathare Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kamukunji,Kamukunji,California,Operational,No,No,No,No,Yes,Yes,No
13019,12974,Huruma Lions Dispensary,Huruma Lions Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Mathare,Mathare,Ngei,Operational,No,No,No,No,Yes,Yes,No
13021,12957,Githurai VCT,Githurai VCT,Level 2,VCT,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
13022,12937,Family Care Clinic Kasarani,Family Care Clinic Kasarani,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
13029,13017,Soweto Kayole PHC Health Centre,Soweto Kayole PHC Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Embakasi East,Embakasi East,Lower Savannah,Operational,No,No,No,No,Yes,Yes,No
13030,12926,Dr Montet Medical Clinic,Dr Montet Medical clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Other,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,Yes,Yes,No
13031,12934,Edna Maternity,Edna Maternity,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,6,0,Nairobi,Kamukunji,Kamukunji,Eastleigh South,Operational,No,No,No,No,Yes,Yes,No
13034,12895,Christian Aid Dispensary,Christian Aid Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
13039,13077,Mathare North Health Centre,Mathare North Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,24,4,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,No,No,No,No,Yes,Yes,No
13046,13114,Nairobi West Chidren Clinic,Nairobi West Chidren clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Nairobi West,Operational,No,No,Yes,No,Yes,Yes,No
13047,12905,Coptic Hospital (Ngong Road),Coptic Hospital,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,60,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,No,Yes,No,Yes,Yes,No
13048,12877,Babadogo Medical Health Centre,Babadogo Medical Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,5,0,Nairobi,Ruaraka,Ruaraka,Babandogo,Operational,No,No,No,No,Yes,Yes,No
13049,13075,Mathare 3A (EDARP),Mathare 3A (EDARP),Level 2,VCT,STAND ALONE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Mathare,Mathare,Mabatini,Operational,No,No,No,No,Yes,Yes,No
13052,12861,AAR City Centre Clinic,AAR City Centre Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,Yes,No,Yes,Yes,No
13055,12885,Blue House Dispensary,Blue House (AHF) Dispensary,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kamukunji,Kamukunji,Eastleigh North,Operational,No,No,No,No,Yes,Yes,No
13059,12879,Bahati Health Centre,Bahati Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,24,0,Nairobi,Makadara,Makadara,Maringo/Hamza,Operational,Yes,No,Yes,No,Yes,Yes,No
13062,12875,Babadogo (EDARP),Babadogo (EDARP),Level 2,VCT,STAND ALONE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Ruaraka,Ruaraka,Babandogo,Operational,No,No,No,No,Yes,Yes,No
13063,12983,Imperial Clinic,Imperial Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Pangani,Operational,No,No,No,No,Yes,Yes,No
